,year,sid,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,unemployrt,poverty,l_income,l_prisoner,l_exp_subsidy,l_exp_pubwelfare,post,popwt
414,2007,39,0.41778395,12,25,5.926961,156.9798,225.81319,452.0457,1704.5698,213.80605,5.846322,4.3,11.231970043607111,10.838286,5.915364,5.0553145,7.392479,0,12172547.0
415,2008,39,0.4140836,13,18,5.6930017,151.97174,225.33658,472.56747,1764.4843,181.08899,5.6607924,5.5,11.710029571399904,10.859999,5.9840283,5.0694747,7.3473926,0,12172547.0
416,2009,39,0.4208181,12,30,5.304957,139.84633,210.87202,437.595,1634.5338,142.38696,5.304957,8.2,12.122680958944429,10.798902,6.0183167,5.0977483,7.402974,0,12172547.0
417,2010,39,0.4055739,11,18,5.1883745,129.21184,205.95555,435.68918,1612.4473,131.63625,5.1646833,9.0,12.35017878,10.788494,6.0034804,5.099511,7.4422183,0,12172547.0
418,2000,40,0.23861171,0,0,4.457639,91.33207,172.56017,655.76825,2183.0544,462.10858,4.457639,4.2,10.537660611211654,10.886053,5.785383,5.4605937,7.28525,0,1042039.56
419,2001,40,0.27991885,0,0,3.823147,96.657,180.08003,668.9527,2340.4521,494.36234,3.823147,4.5,10.499832369704205,10.938627,5.7611494,5.4764237,7.427814,0,1042039.56
420,2002,40,0.27183408,0,0,3.97764,88.866295,164.82951,622.3551,2333.3223,473.0481,3.97764,5.1,11.267198441541307,10.847549,5.833333,5.455976,7.594609,0,1042039.56
421,2003,40,0.3325301,0,0,2.4103448,80.023445,165.25323,532.5898,2151.9558,422.96732,2.4103448,5.4,11.519809177821742,10.878122,5.829097,5.4368625,7.6309958,0,1042039.56
422,2004,40,0.29001367,0,0,2.5072277,70.49167,153.9052,526.99994,2085.1455,393.249,2.5072277,5.2,11.81482774382306,10.921088,5.8013964,5.399258,7.67811,0,1042039.56
423,2005,40,0.25515464,0,0,3.2924616,75.14559,152.71211,515.0766,1894.8116,426.1801,3.2924616,5.1,11.860705632627134,10.919913,5.8688526,5.392204,7.726525,0,1042039.56
424,2006,40,0.23108108,0,1,2.5290134,69.3137,131.5087,510.76703,1765.8134,338.0448,2.5290134,5.2,11.01385337342288,10.970093,5.9250417,4.844461,7.6608357,0,1042039.56
425,2007,40,0.25823453,0,0,1.7889677,71.464554,130.50049,489.42392,1801.8671,300.54657,1.7889677,5.0,11.409094546943924,10.950894,5.9357395,4.822078,7.6300073,0,1042039.56
426,2008,40,0.24431819,0,0,2.9403229,83.46723,138.76427,546.9,1984.8127,303.80176,2.9403229,7.7,11.58800196527384,10.895164,5.949769,4.8486567,7.6699886,0,1042039.56
427,2009,40,0.29044586,0,0,3.0263453,74.240036,148.0072,544.08014,1835.0055,227.16504,3.0263453,11.6,11.573784662292967,10.868301,5.850656,4.8029995,7.6456523,0,1042039.56
428,2010,40,0.2551282,1,0,2.7518253,74.01461,151.44528,580.8249,1745.0367,227.64236,2.7518253,12.0,12.24268062,10.857344,5.7637715,4.788768,7.701007,0,1042039.56
429,2000,41,0.48376206,0,1,7.5058517,160.43436,646.22546,1039.9603,3234.0935,402.01447,7.4026785,3.6,13.024613261627943,10.769916,6.331015,4.584136,7.0296035,0,4183317.2
430,2001,41,0.47469518,0,3,8.40126,152.41924,637.17194,1084.8064,3226.644,425.18015,8.40126,5.2,14.021831057270628,10.746627,6.353932,4.669108,7.0999436,0,4183317.2
431,2002,41,0.5103914,3,2,7.5027084,145.37128,647.80096,1101.3623,3101.6902,424.65833,7.7041235,5.9,14.291904199980914,10.732629,6.3920336,4.8734603,7.1964073,0,4183317.2
432,2003,41,0.51249784,6,0,7.5588374,144.71556,633.6202,1097.4783,3188.4075,393.9077,7.5338907,6.7,14.138992299715133,10.728014,6.383016,5.1985826,7.2526245,0,4183317.2
433,2004,41,0.50182885,4,4,7.044616,134.68518,631.4045,1077.3583,3226.508,387.35535,7.0199847,6.8,15.322852783781027,10.706856,6.3579593,5.2912903,7.2467628,0,4183317.2
434,2005,41,0.5235991,4,1,7.632547,137.50739,601.78015,1038.9258,3074.6282,398.0592,7.681162,6.7,15.592879951948985,10.712883,6.3332105,5.3498483,7.255355,0,4183317.2
435,2006,41,0.54299253,5,2,8.400349,136.71973,583.8127,993.55536,2896.9634,386.53177,8.377208,6.5,15.213309855553337,10.665251,6.3035502,5.3213882,7.0965657,0,4183317.2
436,2007,41,0.53769714,6,1,8.404655,146.38878,602.54913,1044.7633,2920.0637,393.65652,8.404655,5.9,14.917363071652229,10.747057,6.32735,5.3431597,7.1795077,1,4183317.2
437,2008,41,0.56519103,9,2,6.9722414,149.801,548.83124,1044.0194,2869.7473,401.27863,6.9722414,7.0,15.446444894876993,10.661674,6.31439,5.443859,7.138828,1,4183317.2
438,2009,41,0.55240744,8,2,6.9053473,130.2507,522.4971,1028.8514,2699.8774,308.29544,6.8827066,11.8,17.05475849736929,10.640149,6.309722,5.6563144,7.2582636,1,4183317.2
439,2010,41,0.5469691,7,3,6.1067944,108.65732,456.26477,1006.66144,2640.1853,287.8263,5.8450747,11.3,16.53789691,10.638473,6.242682,5.3228292,7.190487,1,4183317.2
440,2000,42,0.22137405,0,0,0.9636219,18.033495,112.33078,398.66415,1728.7377,109.8529,0.9636219,2.7,11.602282957933774,10.740324,5.886435,4.3064713,6.722778,0,761746.56
441,2001,42,0.33009708,0,0,0.96158075,14.148973,97.53176,424.0571,1726.8616,111.95547,1.3736868,3.1,11.855740911688425,10.796633,5.94871,4.2719946,6.8420415,0,761746.56
442,2002,42,0.20512821,0,0,1.5028082,15.984414,117.6289,414.50183,1658.4171,111.8909,1.2295704,3.3,12.615528380532895,10.734242,5.988094,4.3531823,6.889177,0,761746.56
443,2003,42,0.24038461,0,0,1.3598984,14.142944,116.81528,391.37878,1573.6746,118.855125,1.3598984,3.6,12.590892215805013,10.75477,6.0198216,4.3646317,6.909574,0,761746.56
444,2004,42,0.17857143,0,0,2.292712,15.104925,115.17506,424.5563,1468.6842,114.230995,2.1578465,3.7,13.170011328693965,10.76741,6.0340652,4.2215343,6.9920874,0,761746.56
445,2005,42,0.089655176,0,1,2.412762,19.436138,113.53385,335.77603,1387.3381,112.46151,2.1446772,3.7,13.505568788512038,10.782969,6.1402907,4.294026,7.0033107,0,761746.56
446,2006,42,0.087248325,0,0,3.7088242,19.055683,174.18684,385.97348,1319.574,105.50965,3.0693717,3.2,13.120156947202972,10.802103,6.0628176,3.8727436,6.9422784,0,761746.56
447,2007,42,0.21666667,0,0,3.9328074,15.22377,161.6257,336.1916,1356.438,99.3351,3.4253483,3.0,12.866623278921042,10.795711,6.040372,4.401775,6.92038,1,761746.56
448,2008,42,0.19402985,0,0,4.6496606,16.839312,186.99176,325.6019,1287.3276,111.21486,4.021328,3.0,12.346482657394155,10.8638525,6.040201,4.4334593,6.9402833,1,761746.56
449,2009,42,0.21367522,0,0,3.7664168,14.689026,141.74283,329.0593,1367.3348,108.7239,3.2642279,4.8,13.918542446890383,10.748969,6.0664077,4.4972258,7.039887,1,761746.56
450,2010,42,0.116883114,1,2,2.848075,19.06972,200.47972,393.90115,1375.2488,98.44433,2.848075,4.6,13.33344891,10.729175,6.05263,4.6231327,7.0988317,1,761746.56
451,2000,43,0.54992074,7,5,7.3989363,170.80716,508.39716,1016.7943,2781.1157,496.81152,7.579398,4.0,12.80476173890886,10.672878,5.991494,4.5114684,7.082404,0,5885931.5
452,2001,43,0.55592525,15,9,7.564352,182.74258,535.3701,1067.6824,2950.902,505.57767,7.4928217,4.7,13.387830048503055,10.693489,6.0480804,4.548796,7.206454,0,5885931.5
453,2002,43,0.563476,21,12,7.440587,166.75772,521.532,1085.0502,2863.0315,470.19196,7.5291653,5.3,13.812032350254647,10.711725,6.092886,4.6550446,7.30039,0,5885931.5
454,2003,43,0.57155,24,5,6.960482,165.45207,500.43405,1113.0269,2931.2947,465.31528,6.9780593,5.7,13.76071514384733,10.702863,6.101457,4.729164,7.3716507,0,5885931.5
455,2004,43,0.5454135,16,10,6.2104464,154.1826,515.11914,1050.4874,2954.3633,431.02585,6.1930504,5.5,15.252352010888634,10.690717,6.109877,4.7013574,7.425487,0,5885931.5
456,2005,43,0.5664902,26,5,7.417491,172.25446,558.80725,1058.55,2914.6265,434.1728,7.417491,5.5,15.560261522495994,10.692172,6.117677,5.253962,7.4870872,0,5885931.5
457,2006,43,0.58675164,14,11,6.955021,184.4902,534.5761,1043.4187,2719.413,374.90872,6.9384613,5.2,15.683654525574026,10.692059,6.055205,5.2543807,7.2816153,0,5885931.5
458,2007,43,0.58105165,28,12,6.668153,181.60426,540.28503,1016.2759,2774.7253,357.19894,6.668153,4.7,15.563353544147946,10.676347,6.069525,5.2919097,7.2420015,0,5885931.5
459,2008,43,0.59737253,22,2,6.7056155,175.92476,515.3233,1062.2379,2719.355,313.34106,6.7056155,6.4,15.28385587223133,10.601722,6.093923,5.2682323,7.264145,1,5885931.5
460,2009,43,0.5926655,13,5,7.5986943,156.73119,483.7348,1036.4099,2570.3882,243.80768,7.5986943,10.3,17.139845035349353,10.625854,6.0818033,5.361231,7.2751207,1,5885931.5
461,2010,43,0.56287354,25,12,5.663577,132.72124,445.15396,1019.04724,2428.2307,235.3478,5.695306,10.0,16.49033694,10.563233,6.076478,4.9706182,7.373101,1,5885931.5
462,2000,44,0.4359983,18,27,6.101314,149.1175,366.18726,931.3375,3141.9402,459.1313,6.0914574,4.4,14.987720243021549,10.797185,6.7113166,4.5942597,6.6073613,0,22486206.0
463,2001,44,0.4486251,20,24,6.4148126,170.23334,372.29993,984.19214,3224.864,494.4366,6.3714695,5.0,15.321404510720996,10.826178,6.6599565,4.2879252,6.6668663,0,22486206.0
464,2002,44,0.45558807,23,35,6.1370244,177.13469,370.61594,1002.10724,3247.5889,483.9859,6.1275973,6.4,15.749088849875474,10.792592,6.6380534,4.3829885,6.7713237,0,22486206.0
465,2003,44,0.45038766,31,34,6.599275,171.79,351.69217,1020.41406,3242.2954,455.7955,6.5899935,6.7,16.536066454236835,10.748389,6.652356,4.419124,6.925006,0,22486206.0
466,2004,44,0.4411034,30,23,6.224853,163.45715,346.77087,1004.54706,3178.6318,429.33688,6.211162,6.0,16.475442589787114,10.7744465,6.642717,4.3574114,6.888103,0,22486206.0
467,2005,44,0.44794634,23,26,6.3178697,160.70828,338.49323,987.09644,3040.1301,419.49847,6.3043985,5.4,17.45219220423378,10.742076,6.631839,4.331545,6.8968077,0,22486206.0
468,2006,44,0.4550773,32,23,5.89592,158.51772,317.0184,917.4791,2760.7026,405.9762,5.891666,4.9,16.431753687704195,10.754322,6.5960073,4.3090863,6.8632545,0,22486206.0
469,2007,44,0.46079645,41,43,6.0721803,165.79617,313.9702,976.428,2834.8145,401.86288,6.067904,4.3,16.194209705738725,10.787813,6.599334,4.361998,6.8335314,0,22486206.0
470,2008,44,0.47597975,43,42,5.745201,158.26141,320.48157,964.74927,2744.6208,358.06442,5.7410073,4.8,15.750841787270806,10.759562,6.5839863,4.3858314,6.8864403,1,22486206.0
471,2009,44,0.5012624,47,53,5.583768,159.62859,310.76398,1007.8407,2848.3723,321.4613,5.583768,7.5,17.393969917010097,10.784338,6.5778036,4.4622993,7.0337563,1,22486206.0
472,2010,44,0.49566117,48,49,5.0384617,132.48856,288.49933,922.15955,2640.759,274.40454,5.0344276,8.2,16.62237338,10.767727,6.5517936,4.4845867,7.0652328,1,22486206.0
473,2000,45,0.27697262,1,0,1.9610624,56.64278,162.49454,654.3564,3349.221,294.66104,2.3715174,3.3,9.049801408225242,11.005494,5.5485063,5.242556,6.740052,0,2449745.5
474,2001,45,0.28153718,0,2,3.0054345,53.694103,141.4797,619.2092,3170.3296,292.15515,3.7680073,4.4,9.62972598960658,10.973409,5.4785233,4.6891155,6.6748347,0,2449745.5
475,2002,45,0.3254386,0,4,2.0651524,50.09093,147.54855,664.53973,3286.4485,339.30017,2.1530313,5.8,9.87384554680624,10.968302,5.4993086,4.909401,6.7355604,0,2449745.5
476,2003,45,0.34499204,0,1,2.597903,54.469368,158.1257,734.3839,3261.2776,337.814,2.4680078,5.6,10.191790193348934,10.975328,5.5195737,4.9481406,6.8049126,0,2449745.5
477,2004,45,0.2815534,0,2,1.9578867,52.607563,144.62823,648.01794,3187.4822,325.51996,2.1707006,5.0,10.687167159259612,10.9805355,5.540904,5.0920167,6.8867226,0,2449745.5
478,2005,45,0.30502284,1,3,2.3070426,45.110924,145.87926,616.7631,2969.576,349.88773,2.2658455,4.1,10.495437411168558,11.022197,5.5718517,5.1202745,6.821666,0,2449745.5
479,2006,45,0.29492345,1,0,2.0391653,48.665462,139.36911,577.16223,2604.328,323.83514,1.9999506,2.9,10.572719183800556,10.9865465,5.5300264,5.0738306,6.821353,0,2449745.5
480,2007,45,0.3274895,0,5,2.2898161,55.343693,150.31285,604.0458,2656.0703,343.58887,2.251006,2.7,9.872794887577786,10.938254,5.531875,5.0268025,6.7600207,0,2449745.5
481,2008,45,0.31575245,0,4,1.5017834,53.388397,140.86728,553.9328,2639.6846,272.7614,1.5017834,3.4,9.820011263375259,11.056083,5.504383,5.023518,6.730802,0,2449745.5
482,2009,45,0.31825152,0,0,1.4706903,49.17385,140.05496,575.3793,2622.9573,261.59433,1.4706903,6.0,12.121542369455497,10.993009,5.5067916,5.229074,6.8481274,0,2449745.5
483,2010,45,0.2768139,1,4,1.9478319,46.60096,132.67308,551.89795,2459.1929,218.63495,1.9478319,7.3,11.26795037,10.9470625,5.522132,5.460656,6.8928766,0,2449745.5
484,2000,46,0.23076923,0,0,1.5304378,19.895693,72.270676,595.34033,2241.9214,137.56935,1.7004865,2.7,9.052709980325371,10.822375,5.6649466,5.4221096,7.3316417,0,608010.25
485,2001,46,0.25233644,0,0,1.1817917,18.06453,71.41398,531.8062,2097.8489,127.97115,1.1817917,3.3,9.093717764522953,10.824547,5.7077346,5.3029356,7.3699756,0,608010.25
486,2002,46,0.20779221,0,0,2.181845,12.923236,74.18273,585.57367,1793.141,129.06453,2.181845,4.0,9.565376468969129,10.86117,5.745165,5.430916,7.351481,0,608010.25
487,2003,46,0.2580645,0,0,2.5068855,10.3617935,84.23135,504.21826,1693.3176,109.30021,2.5068855,4.5,9.371741048747225,10.845154,5.783494,5.4372044,7.500997,0,608010.25
488,2004,46,0.15384616,0,0,2.6638608,12.986321,76.4195,571.8976,1754.3187,97.73039,2.6638608,3.7,8.874818524487539,10.908357,5.7919607,5.470598,7.5763326,0,608010.25
489,2005,46,0.28947368,0,2,1.3282638,12.618506,90.48797,528.815,1808.7632,111.242096,1.3282638,3.5,10.41823706188049,10.944277,5.843592,5.2996125,7.6407247,0,608010.25
490,2006,46,0.42477876,0,0,2.2439206,18.111645,96.648865,549.6003,1719.6445,98.732506,2.2439206,3.6,9.888316867230424,10.936886,5.8721747,5.3090725,7.5712957,0,608010.25
491,2007,46,0.34567901,0,0,2.0947843,13.052116,92.00937,510.16052,1727.3912,103.93352,2.0947843,3.9,9.766367112533416,10.816433,5.845396,5.325584,7.6197567,0,608010.25
492,2008,46,0.24731183,0,1,2.7386756,14.982166,98.43122,566.2615,1901.2853,94.403755,2.7386756,5.0,10.069465700504884,10.846362,5.831544,5.3645787,7.623319,0,608010.25
493,2009,46,0.3243243,0,0,1.2894615,17.89128,94.45306,559.46515,1787.5161,72.37103,1.2894615,7.0,11.143687924514921,10.881475,5.880046,5.5658565,7.708267,0,608010.25
494,2010,46,0.25675675,0,0,1.120043,11.840455,96.3237,538.5807,1675.9043,70.562706,1.120043,6.1,11.26123243,10.932071,5.8070993,5.5999646,7.717691,0,608010.25
495,2000,47,0.4805401,3,2,5.8564796,91.9365,169.86711,444.47903,2134.5918,260.1533,5.7688513,2.3,9.068605078604616,10.997322,6.0881243,5.014759,6.611885,0,7382067.5
496,2001,47,0.46953353,5,5,5.2326846,98.61598,171.71544,454.32355,2257.8171,270.8633,5.3045626,3.2,8.91632246909122,11.032855,6.120643,5.049337,6.6580224,0,7382067.5
497,2002,47,0.46774888,5,2,5.493224,98.55241,170.85626,449.60907,2230.5322,261.60773,5.436593,4.2,9.798991880080083,11.004613,6.2048416,4.2902994,6.5802,0,7382067.5
498,2003,47,0.4915835,2,4,5.8165874,93.86238,161.55013,406.9514,2144.4053,251.35767,5.7746406,4.1,10.127601384795216,11.081296,6.195044,5.0889645,6.765573,0,7382067.5
499,2004,47,0.49007103,1,4,5.3990307,95.50747,159.24371,398.13007,2134.057,241.64124,5.385187,3.7,9.760298270136758,10.985835,6.199162,5.142332,6.8000646,0,7382067.5
500,2005,47,0.51807874,4,3,6.2460723,102.21465,159.80672,406.79932,2108.172,218.08066,6.2460723,3.5,9.939955879272423,10.967854,6.1779675,5.1400547,6.833684,0,7382067.5
501,2006,47,0.5001934,4,2,5.2728786,101.466934,152.28545,419.16113,1867.9205,192.5582,5.2597947,3.0,9.33130739652728,11.03114,6.173845,5.113399,6.8479185,0,7382067.5
502,2007,47,0.5396929,6,5,5.4343243,100.62012,145.3911,417.95847,1902.4194,184.12538,5.4343243,3.0,9.678793459535367,11.038287,6.211612,5.094476,6.868571,0,7382067.5
503,2008,47,0.5618474,8,3,4.8059826,97.02889,135.13904,418.04254,1963.5815,173.3401,4.8059826,4.2,9.960749411137254,11.047216,6.2089367,5.1055713,6.874715,0,7382067.5
504,2009,47,0.53721225,11,10,4.791672,82.13185,128.35207,413.8451,1947.4133,151.39095,4.791672,6.8,10.432312448117196,11.026793,6.201136,5.191592,6.9453554,0,7382067.5
505,2010,47,0.5237759,6,4,4.6543765,71.35449,120.19392,386.33847,1829.1952,133.04706,4.7300577,7.0,10.401901,11.008132,6.156705,5.297267,7.0037937,0,7382067.5
506,2000,48,0.2512044,4,4,3.404114,100.9424,226.52989,928.76733,3311.1956,608.1901,3.3520103,5.0,9.85760208998706,10.89379,5.556993,5.5686765,7.0167456,0,6189167.5
507,2001,48,0.23272666,6,11,3.0601895,101.447845,214.46971,906.49994,3335.9998,668.0616,3.0089014,6.2,10.02606973710237,10.865287,5.5574408,5.3924317,7.0558414,0,6189167.5
508,2002,48,0.19820596,10,11,3.1027062,97.752106,206.54918,926.5625,3263.3386,682.8146,3.035256,7.3,10.505678711068416,10.910715,5.6015506,5.3227854,7.140472,0,6189167.5
509,2003,48,0.21563484,5,13,3.0383873,95.45878,208.83069,972.80145,3216.233,678.09454,3.0049982,7.4,11.205655406826688,10.938805,5.5968714,5.2804737,7.1201134,0,6189167.5
510,2004,48,0.21275145,2,10,3.1337373,96.750015,204.79799,1000.0251,3248.729,713.0572,3.117244,6.2,11.797218164857014,10.961695,5.613203,5.3364305,7.1089363,0,6189167.5
511,2005,48,0.19177608,2,12,3.3353193,94.16989,210.54814,981.7716,3221.9348,801.8921,3.3353193,5.5,11.910327743121188,10.943128,5.644749,5.0619817,7.106905,0,6189167.5
512,2006,48,0.19672386,4,7,3.0801473,100.22205,199.66234,913.8187,2850.8875,718.62805,3.064512,5.0,11.521736615196415,10.988288,5.6152096,5.066867,7.0297227,0,6189167.5
513,2007,48,0.22965403,3,6,2.7309582,95.26964,200.94516,825.40857,2670.312,591.55066,2.7309582,4.5,11.341151616837141,11.019858,5.6309767,5.3770514,7.0496497,0,6189167.5
514,2008,48,0.24589652,1,3,2.9908185,99.13091,194.04678,817.53174,2578.3645,445.44598,2.9908185,5.6,11.26835033735038,10.956876,5.6268644,5.366587,7.0857024,0,6189167.5
515,2009,48,0.26776934,3,17,2.9385586,103.792984,199.94571,820.4301,2604.8157,367.27344,2.8921604,9.0,12.42339061718237,11.024986,5.6418834,5.4358797,7.1602607,0,6189167.5
516,2010,48,0.22617643,2,16,2.28295,89.05007,187.11179,828.53064,2528.6675,386.43436,2.3129888,9.2,12.23329286,10.937614,5.612686,5.459479,7.157466,0,6189167.5
517,2000,49,0.2977303,1,4,2.6059415,42.431526,260.4242,560.2774,1594.0997,187.79773,3.3424032,5.5,15.521553684942813,10.525085,5.3865385,4.1857076,7.141766,0,1789705.4
518,2001,49,0.26874116,0,0,2.2743464,40.199074,225.61517,545.9,1607.2806,182.85745,2.2743464,5.2,16.81611965791555,10.506245,5.479218,4.591379,7.2059174,0,1789705.4
519,2002,49,0.35159817,0,0,3.2421439,37.369972,180.82062,550.425,1565.5573,221.71713,4.3228583,5.9,16.315263785367804,10.479595,5.5547466,4.7359934,7.2947717,0,1789705.4
520,2003,49,0.3067047,0,0,4.133177,39.68982,200.54399,594.38477,1608.4851,196.0711,3.6802258,6.0,16.43198150148681,10.567206,5.5961695,4.578676,7.3110504,0,1789705.4
521,2004,49,0.31524548,0,0,3.8409333,43.71886,221.53148,620.9885,1782.9839,212.71992,3.7279649,5.3,16.3146470041002,10.558985,5.656712,4.6931925,7.310572,0,1789705.4
522,2005,49,0.28308824,0,0,4.6281924,46.05616,210.80852,639.7065,1840.1581,215.60603,4.402427,5.0,17.945929166078738,10.614058,5.703171,4.4806356,7.3071294,0,1789705.4
523,2006,49,0.2590432,0,1,4.5092854,47.12753,208.74692,638.5038,1783.2573,218.15042,4.1243463,5.0,17.09360066429471,10.634557,5.7534137,4.5406113,7.25406,0,1789705.4
524,2007,49,0.3290398,0,1,3.6488543,47.213963,206.98955,604.1065,1749.4044,194.66084,3.3724258,4.6,16.70561542072118,10.697859,5.8135633,4.5442796,7.2551107,0,1789705.4
525,2008,49,0.3192436,0,0,3.7009254,49.658688,202.6671,602.8642,1780.9185,176.4292,3.5352123,4.7,17.01674475435245,10.557764,5.8131905,4.518845,7.2690353,0,1789705.4
526,2009,49,0.27680525,0,0,4.6372895,50.458126,225.57101,662.746,1736.3889,152.20247,4.250849,8.0,17.453598122560248,10.625174,5.862197,4.6365814,7.381039,1,1789705.4
527,2010,49,0.2789855,0,0,3.3561552,44.82091,248.24722,582.2388,1536.4154,127.80456,3.0854976,9.1,17.06745655,10.665204,5.8906846,4.676945,7.406719,1,1789705.4
528,2000,50,0.5545515,4,1,3.245184,87.12071,131.13232,483.57083,2296.6877,281.04446,3.1491725,3.4,8.26959299055613,10.952332,5.980902,4.898838,6.7609277,0,5434086.5
529,2001,50,0.53870386,2,1,3.659992,84.71357,127.87097,513.2948,2388.0496,280.6375,3.6790545,4.4,8.19062382468028,10.930335,6.0173078,5.018803,6.9910383,0,5434086.5
530,2002,50,0.54699767,2,4,2.9135742,89.166725,116.05107,528.34076,2333.9812,254.61612,2.894655,5.3,8.624293458231074,10.926532,6.037253,4.8854613,7.1425495,0,5434086.5
531,2003,50,0.5558335,6,4,3.4422987,82.70922,118.9192,499.34024,2234.2024,232.55267,3.4234884,5.6,9.081969032478934,10.912375,6.0525355,4.875361,7.1593647,0,5434086.5
532,2004,50,0.5451192,2,2,2.8781383,76.00902,115.704895,445.8124,2083.5105,212.57108,2.8594491,5.0,11.033455367643857,10.874039,6.061961,4.8147902,7.1505146,0,5434086.5
533,2005,50,0.49001098,7,4,3.8320227,84.732346,138.97594,454.78296,2056.1035,233.95801,3.8506248,4.8,10.187376610263385,10.817115,6.0455046,4.6491303,7.141551,0,5434086.5
534,2006,50,0.51518416,2,4,2.969492,100.15286,160.64052,485.84488,2081.7578,252.38882,2.969492,4.7,10.606971359339843,10.931302,6.0442605,4.600047,7.0806303,0,5434086.5
535,2007,50,0.51332116,4,10,3.3024666,98.35607,169.26936,500.41342,2116.3247,241.42108,3.3024666,4.9,10.57449817314366,10.895275,6.054777,4.5646515,7.0956383,0,5434086.5
536,2008,50,0.518497,4,7,2.6078632,92.22191,161.86615,490.40332,2079.1814,206.1105,2.6078632,5.0,10.245223100024239,10.856071,6.0345607,4.5569596,7.073497,0,5434086.5
537,2009,50,0.53079116,6,1,2.6074128,87.5805,151.47998,478.85318,1999.2606,159.51653,2.6074128,8.5,12.197209711005783,10.860594,6.0246315,5.3734074,7.247262,0,5434086.5
538,2010,50,0.52642095,0,11,2.735085,79.47627,146.38881,468.7759,1904.1132,143.60078,2.735085,8.1,11.80243864,10.830164,5.993914,4.745743,7.2924576,0,5434086.5
539,2000,51,0.41428572,0,0,2.5015688,14.592484,223.8904,433.18832,2567.8604,119.449905,2.5015688,3.8,10.497624552062856,10.823272,5.8585606,4.2651644,6.6286535,0,504780.2
540,2001,51,0.22619048,0,1,1.8737041,17.487904,213.60226,516.51776,2694.5945,144.89978,1.8737041,3.9,10.659502177660451,10.797839,5.85962,4.4659395,6.7383103,0,504780.2
541,2002,51,0.47311828,0,0,3.0938487,19.181862,228.5323,504.91614,2743.8313,153.24864,3.0938487,4.2,10.734624087056782,10.7829275,5.8812804,4.42395,6.8411293,0,504780.2
542,2003,51,0.2857143,0,2,2.872732,17.236391,221.61075,535.76447,2716.5784,163.74571,2.872732,4.5,10.932591347742134,10.828698,5.9509687,4.511264,6.987734,0,504780.2
543,2004,51,0.3880597,0,0,2.2333484,13.603122,197.54982,555.9007,2710.879,162.2223,2.2333484,3.9,10.415727645198098,10.866681,5.996459,4.5349545,7.068328,0,504780.2
544,2005,51,0.16666667,1,1,2.826992,15.750384,193.44704,489.87735,2605.8809,149.2248,2.826992,3.7,10.555786650943205,10.818638,6.0242867,4.4564137,7.1057153,0,504780.2
545,2006,51,0.25,0,0,2.5242522,13.9804735,207.37703,450.87027,2381.9233,156.30946,2.5242522,3.2,10.04419383150422,10.8370285,6.0173326,4.465702,7.099053,0,504780.2
546,2007,51,0.26190478,0,0,4.0852532,16.341013,206.79164,459.49374,2314.3933,158.54674,4.0852532,3.0,9.366707908272444,10.844607,6.0049057,4.621174,7.129609,0,504780.2
547,2008,51,0.26744187,0,0,2.295188,16.448847,197.00363,420.78445,2216.3865,138.28508,2.295188,3.2,9.460955984033143,10.896961,5.987952,4.7519617,7.147602,0,504780.2
548,2009,51,0.41025642,0,0,2.099441,14.886945,178.45248,415.3076,2158.607,144.4797,2.099441,5.9,10.30138429503635,10.884367,5.981492,4.855544,7.2202888,0,504780.2
549,2010,51,0.32894737,0,0,1.4368151,13.649744,153.73923,385.96448,1999.6875,106.14472,1.4368151,6.9,10.08913642,10.865879,5.9383783,4.8840003,7.184053,0,504780.2
